RVA	VA	节	编码	置信	用字比	字符串
CEO.exe+AE2E4	0x4AE2E4	.rdata	ascii	高	1.00	`default constructor closure'
CEO.exe+AE304	0x4AE304	.rdata	ascii	高	1.00	`vector deleting destructor'
CEO.exe+AE324	0x4AE324	.rdata	ascii	高	1.00	`vbase destructor'
CEO.exe+AE338	0x4AE338	.rdata	ascii	高	1.00	`string'
CEO.exe+AE344	0x4AE344	.rdata	ascii	高	1.00	`local static guard'
CEO.exe+AE35C	0x4AE35C	.rdata	ascii	高	1.00	`typeof'
CEO.exe+AE368	0x4AE368	.rdata	ascii	高	1.00	`vcall'
CEO.exe+AE370	0x4AE370	.rdata	ascii	高	1.00	`vbtable'
CEO.exe+AE37C	0x4AE37C	.rdata	ascii	高	1.00	`vftable'
CEO.exe+AE404	0x4AE404	.rdata	ascii	高	1.00	operator
CEO.exe+AE428	0x4AE428	.rdata	ascii	高	1.00	 delete
CEO.exe+AE430	0x4AE430	.rdata	ascii	高	1.00	 new
CEO.exe+AE438	0x4AE438	.rdata	ascii	高	1.00	__unaligned
CEO.exe+AE444	0x4AE444	.rdata	ascii	高	1.00	__restrict
CEO.exe+AE450	0x4AE450	.rdata	ascii	高	1.00	__ptr64
CEO.exe+AE458	0x4AE458	.rdata	ascii	高	1.00	__eabi
CEO.exe+AE460	0x4AE460	.rdata	ascii	高	1.00	__clrcall
CEO.exe+AE46C	0x4AE46C	.rdata	ascii	高	1.00	__fastcall
CEO.exe+AE478	0x4AE478	.rdata	ascii	高	1.00	__thiscall
CEO.exe+AE484	0x4AE484	.rdata	ascii	高	1.00	__stdcall
CEO.exe+AE490	0x4AE490	.rdata	ascii	高	1.00	__pascal
CEO.exe+AE49C	0x4AE49C	.rdata	ascii	高	1.00	__cdecl
CEO.exe+AE4A4	0x4AE4A4	.rdata	ascii	高	1.00	__based(
CEO.exe+AE634	0x4AE634	.rdata	ascii	高	1.00	1#QNAN
CEO.exe+AE63C	0x4AE63C	.rdata	ascii	高	1.00	1#INF
CEO.exe+AE644	0x4AE644	.rdata	ascii	高	1.00	1#IND
CEO.exe+AE64C	0x4AE64C	.rdata	ascii	高	1.00	1#SNAN
CEO.exe+AE654	0x4AE654	.rdata	ascii	高	1.00	_nextafter
CEO.exe+AE660	0x4AE660	.rdata	ascii	高	1.00	_logb
CEO.exe+AE674	0x4AE674	.rdata	ascii	高	1.00	frexp
CEO.exe+AE67C	0x4AE67C	.rdata	ascii	高	1.00	fmod
CEO.exe+AE684	0x4AE684	.rdata	ascii	高	1.00	_hypot
CEO.exe+AE68C	0x4AE68C	.rdata	ascii	高	1.00	_cabs
CEO.exe+AE694	0x4AE694	.rdata	ascii	高	1.00	ldexp
CEO.exe+AE69C	0x4AE69C	.rdata	ascii	高	1.00	fabs
CEO.exe+AE6A4	0x4AE6A4	.rdata	ascii	高	1.00	sqrt
CEO.exe+AE6AC	0x4AE6AC	.rdata	ascii	高	1.00	atan2
CEO.exe+AE6B4	0x4AE6B4	.rdata	ascii	高	1.00	tanh
CEO.exe+AE6BC	0x4AE6BC	.rdata	ascii	高	1.00	cosh
CEO.exe+AE6C4	0x4AE6C4	.rdata	ascii	高	1.00	sinh
CEO.exe+B004E	0x4B004E	.rdata	ascii	高	1.00	SteamInternal_FindOrCreateUserInterface
CEO.exe+B0078	0x4B0078	.rdata	ascii	高	1.00	SteamAPI_GetHSteamUser
CEO.exe+B0092	0x4B0092	.rdata	ascii	高	1.00	SteamInternal_ContextInit
CEO.exe+B00AE	0x4B00AE	.rdata	ascii	高	1.00	SteamInternal_CreateInterface
CEO.exe+B00CE	0x4B00CE	.rdata	ascii	高	1.00	SteamAPI_UnregisterCallback
CEO.exe+B00EC	0x4B00EC	.rdata	ascii	高	1.00	SteamAPI_RegisterCallback
CEO.exe+B0108	0x4B0108	.rdata	ascii	高	1.00	SteamAPI_Init
CEO.exe+B0118	0x4B0118	.rdata	ascii	高	1.00	SteamAPI_RestartAppIfNecessary
CEO.exe+B013A	0x4B013A	.rdata	ascii	高	1.00	SteamAPI_RunCallbacks
CEO.exe+B0150	0x4B0150	.rdata	ascii	高	1.00	steam_api.dll
CEO.exe+B0160	0x4B0160	.rdata	ascii	高	1.00	CreateDirectoryA
CEO.exe+B0174	0x4B0174	.rdata	ascii	高	1.00	GetTickCount
CEO.exe+B0184	0x4B0184	.rdata	ascii	高	1.00	CloseHandle
CEO.exe+B0192	0x4B0192	.rdata	ascii	高	1.00	CreateFileA
CEO.exe+B01A0	0x4B01A0	.rdata	ascii	高	1.00	OutputDebugStringA
CEO.exe+B01B6	0x4B01B6	.rdata	ascii	高	1.00	WideCharToMultiByte
CEO.exe+B01CC	0x4B01CC	.rdata	ascii	高	1.00	MultiByteToWideChar
CEO.exe+B01E2	0x4B01E2	.rdata	ascii	高	1.00	ReleaseMutex
CEO.exe+B01F2	0x4B01F2	.rdata	ascii	高	1.00	GetUserDefaultLCID
CEO.exe+B0208	0x4B0208	.rdata	ascii	高	1.00	GetLastError
CEO.exe+B0218	0x4B0218	.rdata	ascii	高	1.00	CreateMutexA
CEO.exe+B0228	0x4B0228	.rdata	ascii	高	1.00	Sleep
CEO.exe+B022E	0x4B022E	.rdata	ascii	高	1.00	KERNEL32.dll
CEO.exe+B023E	0x4B023E	.rdata	ascii	高	1.00	MessageBoxA
CEO.exe+B024C	0x4B024C	.rdata	ascii	高	1.00	GetKeyState
CEO.exe+B025A	0x4B025A	.rdata	ascii	高	1.00	GetAsyncKeyState
CEO.exe+B026E	0x4B026E	.rdata	ascii	高	1.00	PostQuitMessage
CEO.exe+B0280	0x4B0280	.rdata	ascii	高	1.00	DefWindowProcA
CEO.exe+B0292	0x4B0292	.rdata	ascii	高	1.00	DestroyWindow
CEO.exe+B02A2	0x4B02A2	.rdata	ascii	高	1.00	EndPaint
CEO.exe+B02AE	0x4B02AE	.rdata	ascii	高	1.00	DrawTextA
CEO.exe+B02BA	0x4B02BA	.rdata	ascii	高	1.00	GetClientRect
CEO.exe+B02CA	0x4B02CA	.rdata	ascii	高	1.00	BeginPaint
CEO.exe+B02D8	0x4B02D8	.rdata	ascii	高	1.00	GetMessageA
CEO.exe+B02E6	0x4B02E6	.rdata	ascii	高	1.00	UpdateWindow
CEO.exe+B02F6	0x4B02F6	.rdata	ascii	高	1.00	ShowWindow
CEO.exe+B0304	0x4B0304	.rdata	ascii	高	1.00	CreateWindowExW
CEO.exe+B0316	0x4B0316	.rdata	ascii	高	1.00	CreateWindowExA
CEO.exe+B0328	0x4B0328	.rdata	ascii	高	1.00	GetSystemMetrics
CEO.exe+B033C	0x4B033C	.rdata	ascii	高	1.00	RegisterClassExA
CEO.exe+B0350	0x4B0350	.rdata	ascii	高	1.00	DispatchMessageA
CEO.exe+B0364	0x4B0364	.rdata	ascii	高	1.00	TranslateMessage
CEO.exe+B0378	0x4B0378	.rdata	ascii	高	1.00	PeekMessageA
CEO.exe+B0388	0x4B0388	.rdata	ascii	高	1.00	ShowCursor
CEO.exe+B0394	0x4B0394	.rdata	ascii	高	1.00	USER32.dll
CEO.exe+B03A0	0x4B03A0	.rdata	ascii	高	1.00	DSOUND.dll
CEO.exe+B03AE	0x4B03AE	.rdata	ascii	高	1.00	mmioClose
CEO.exe+B03BA	0x4B03BA	.rdata	ascii	高	1.00	mmioAscend
CEO.exe+B03C8	0x4B03C8	.rdata	ascii	高	1.00	mmioRead
CEO.exe+B03D4	0x4B03D4	.rdata	ascii	高	1.00	mmioDescend
CEO.exe+B03E2	0x4B03E2	.rdata	ascii	高	1.00	mmioOpenA
CEO.exe+B03EE	0x4B03EE	.rdata	ascii	高	1.00	mmioSeek
CEO.exe+B03FA	0x4B03FA	.rdata	ascii	高	1.00	mmioSetInfo
CEO.exe+B0408	0x4B0408	.rdata	ascii	高	1.00	mmioAdvance
CEO.exe+B0416	0x4B0416	.rdata	ascii	高	1.00	mmioGetInfo
CEO.exe+B0422	0x4B0422	.rdata	ascii	高	1.00	WINMM.dll
CEO.exe+B042E	0x4B042E	.rdata	ascii	高	1.00	InterlockedIncrement
CEO.exe+B0446	0x4B0446	.rdata	ascii	高	1.00	InterlockedDecrement
CEO.exe+B045E	0x4B045E	.rdata	ascii	高	1.00	DeleteFileA
CEO.exe+B046C	0x4B046C	.rdata	ascii	高	1.00	GetFileAttributesA
CEO.exe+B0482	0x4B0482	.rdata	ascii	高	1.00	RemoveDirectoryA
CEO.exe+B0496	0x4B0496	.rdata	ascii	高	1.00	FindClose
CEO.exe+B04A2	0x4B04A2	.rdata	ascii	高	1.00	FindNextFileA
CEO.exe+B04B2	0x4B04B2	.rdata	ascii	高	1.00	FindFirstFileA
CEO.exe+B04C4	0x4B04C4	.rdata	ascii	高	1.00	SetCurrentDirectoryA
CEO.exe+B04DC	0x4B04DC	.rdata	ascii	高	1.00	GetCurrentDirectoryA
CEO.exe+B04F4	0x4B04F4	.rdata	ascii	高	1.00	RtlUnwind
CEO.exe+B0500	0x4B0500	.rdata	ascii	高	1.00	EncodePointer
CEO.exe+B0510	0x4B0510	.rdata	ascii	高	1.00	DecodePointer
CEO.exe+B0520	0x4B0520	.rdata	ascii	高	1.00	GetProcAddress
CEO.exe+B0532	0x4B0532	.rdata	ascii	高	1.00	GetModuleHandleW
CEO.exe+B0546	0x4B0546	.rdata	ascii	高	1.00	ExitProcess
CEO.exe+B0554	0x4B0554	.rdata	ascii	高	1.00	GetDriveTypeW
CEO.exe+B0564	0x4B0564	.rdata	ascii	高	1.00	GetFullPathNameA
CEO.exe+B0578	0x4B0578	.rdata	ascii	高	1.00	GetCommandLineA
CEO.exe+B058A	0x4B058A	.rdata	ascii	高	1.00	HeapSetInformation
CEO.exe+B05A0	0x4B05A0	.rdata	ascii	高	1.00	GetStartupInfoW
CEO.exe+B05B2	0x4B05B2	.rdata	ascii	高	1.00	HeapFree
CEO.exe+B05BE	0x4B05BE	.rdata	ascii	高	1.00	HeapReAlloc
CEO.exe+B05CC	0x4B05CC	.rdata	ascii	高	1.00	HeapAlloc
CEO.exe+B05D8	0x4B05D8	.rdata	ascii	高	1.00	SetEndOfFile
CEO.exe+B05E8	0x4B05E8	.rdata	ascii	高	1.00	GetProcessHeap
CEO.exe+B05FA	0x4B05FA	.rdata	ascii	高	1.00	GetSystemTimeAsFileTime
CEO.exe+B0614	0x4B0614	.rdata	ascii	高	1.00	ExitThread
CEO.exe+B0622	0x4B0622	.rdata	ascii	高	1.00	ResumeThread
CEO.exe+B0632	0x4B0632	.rdata	ascii	高	1.00	CreateThread
CEO.exe+B0642	0x4B0642	.rdata	ascii	高	1.00	EnterCriticalSection
CEO.exe+B065A	0x4B065A	.rdata	ascii	高	1.00	LeaveCriticalSection
CEO.exe+B0672	0x4B0672	.rdata	ascii	高	1.00	TerminateProcess
CEO.exe+B0686	0x4B0686	.rdata	ascii	高	1.00	GetCurrentProcess
CEO.exe+B069A	0x4B069A	.rdata	ascii	高	1.00	UnhandledExceptionFilter
CEO.exe+B06B6	0x4B06B6	.rdata	ascii	高	1.00	SetUnhandledExceptionFilter
CEO.exe+B06D4	0x4B06D4	.rdata	ascii	高	1.00	IsDebuggerPresent
CEO.exe+B06E8	0x4B06E8	.rdata	ascii	高	1.00	IsProcessorFeaturePresent
CEO.exe+B0704	0x4B0704	.rdata	ascii	高	1.00	TlsAlloc
CEO.exe+B0710	0x4B0710	.rdata	ascii	高	1.00	TlsGetValue
CEO.exe+B071E	0x4B071E	.rdata	ascii	高	1.00	TlsSetValue
CEO.exe+B072C	0x4B072C	.rdata	ascii	高	1.00	TlsFree
CEO.exe+B0736	0x4B0736	.rdata	ascii	高	1.00	SetLastError
CEO.exe+B0746	0x4B0746	.rdata	ascii	高	1.00	GetCurrentThreadId
CEO.exe+B075C	0x4B075C	.rdata	ascii	高	1.00	HeapSize
CEO.exe+B0768	0x4B0768	.rdata	ascii	高	1.00	InitializeCriticalSectionAndSpinCount
CEO.exe+B0790	0x4B0790	.rdata	ascii	高	1.00	DeleteCriticalSection
CEO.exe+B07A8	0x4B07A8	.rdata	ascii	高	1.00	LoadLibraryW
CEO.exe+B07B8	0x4B07B8	.rdata	ascii	高	1.00	WriteFile
CEO.exe+B07C4	0x4B07C4	.rdata	ascii	高	1.00	GetStdHandle
CEO.exe+B07D4	0x4B07D4	.rdata	ascii	高	1.00	GetModuleFileNameW
CEO.exe+B07EA	0x4B07EA	.rdata	ascii	高	1.00	GetCPInfo
CEO.exe+B07F6	0x4B07F6	.rdata	ascii	高	1.00	GetACP
CEO.exe+B0800	0x4B0800	.rdata	ascii	高	1.00	GetOEMCP
CEO.exe+B080C	0x4B080C	.rdata	ascii	高	1.00	IsValidCodePage
CEO.exe+B081E	0x4B081E	.rdata	ascii	高	1.00	RaiseException
CEO.exe+B0830	0x4B0830	.rdata	ascii	高	1.00	GetCurrentDirectoryW
CEO.exe+B0848	0x4B0848	.rdata	ascii	高	1.00	GetModuleFileNameA
CEO.exe+B085E	0x4B085E	.rdata	ascii	高	1.00	FreeEnvironmentStringsW
CEO.exe+B0878	0x4B0878	.rdata	ascii	高	1.00	GetEnvironmentStringsW
CEO.exe+B0892	0x4B0892	.rdata	ascii	高	1.00	SetHandleCount
CEO.exe+B08A4	0x4B08A4	.rdata	ascii	高	1.00	GetFileType
CEO.exe+B08B2	0x4B08B2	.rdata	ascii	高	1.00	HeapCreate
CEO.exe+B08C0	0x4B08C0	.rdata	ascii	高	1.00	QueryPerformanceCounter
CEO.exe+B08DA	0x4B08DA	.rdata	ascii	高	1.00	GetCurrentProcessId
CEO.exe+B08F0	0x4B08F0	.rdata	ascii	高	1.00	GetConsoleCP
CEO.exe+B0900	0x4B0900	.rdata	ascii	高	1.00	GetConsoleMode
CEO.exe+B0912	0x4B0912	.rdata	ascii	高	1.00	FlushFileBuffers
CEO.exe+B0926	0x4B0926	.rdata	ascii	高	1.00	SetFilePointer
CEO.exe+B0938	0x4B0938	.rdata	ascii	高	1.00	SetStdHandle
CEO.exe+B0948	0x4B0948	.rdata	ascii	高	1.00	ReadFile
CEO.exe+B0954	0x4B0954	.rdata	ascii	高	1.00	GetTimeZoneInformation
CEO.exe+B096E	0x4B096E	.rdata	ascii	高	1.00	LCMapStringW
CEO.exe+B097E	0x4B097E	.rdata	ascii	高	1.00	GetStringTypeW
CEO.exe+B0990	0x4B0990	.rdata	ascii	高	1.00	WriteConsoleW
CEO.exe+B09A0	0x4B09A0	.rdata	ascii	高	1.00	CreateFileW
CEO.exe+B09AE	0x4B09AE	.rdata	ascii	高	1.00	CompareStringW
CEO.exe+B09C0	0x4B09C0	.rdata	ascii	高	1.00	SetEnvironmentVariableA
CEO.exe+B09DA	0x4B09DA	.rdata	ascii	高	1.00	InvalidateRect
CEO.exe+B09EC	0x4B09EC	.rdata	ascii	高	1.00	SetWindowLongA
CEO.exe+B09FE	0x4B09FE	.rdata	ascii	高	1.00	LoadCursorA
CEO.exe+B0A0C	0x4B0A0C	.rdata	ascii	高	1.00	LoadIconA
CEO.exe+B0A18	0x4B0A18	.rdata	ascii	高	1.00	GetWindowLongA
CEO.exe+B0A2A	0x4B0A2A	.rdata	ascii	高	1.00	MoveWindow
CEO.exe+B0A38	0x4B0A38	.rdata	ascii	高	1.00	ClientToScreen
CEO.exe+B0A4A	0x4B0A4A	.rdata	ascii	高	1.00	GetWindowRect
CEO.exe+B0A5A	0x4B0A5A	.rdata	ascii	高	1.00	GetDesktopWindow
CEO.exe+B0A6E	0x4B0A6E	.rdata	ascii	高	1.00	ChangeDisplaySettingsA
CEO.exe+B0A88	0x4B0A88	.rdata	ascii	高	1.00	ReleaseDC
CEO.exe+B0A94	0x4B0A94	.rdata	ascii	高	1.00	GetDC
CEO.exe+B0A9C	0x4B0A9C	.rdata	ascii	高	1.00	GetFocus
CEO.exe+B0AA8	0x4B0AA8	.rdata	ascii	高	1.00	ScreenToClient
CEO.exe+B0ABA	0x4B0ABA	.rdata	ascii	高	1.00	GetCursorPos
CEO.exe+B0ACA	0x4B0ACA	.rdata	ascii	高	1.00	GetStockObject
CEO.exe+B0ADC	0x4B0ADC	.rdata	ascii	高	1.00	SelectObject
CEO.exe+B0AEC	0x4B0AEC	.rdata	ascii	高	1.00	CreateDIBSection
CEO.exe+B0B00	0x4B0B00	.rdata	ascii	高	1.00	CreateCompatibleDC
CEO.exe+B0B16	0x4B0B16	.rdata	ascii	高	1.00	DeleteObject
CEO.exe+B0B26	0x4B0B26	.rdata	ascii	高	1.00	DeleteDC
CEO.exe+B0B32	0x4B0B32	.rdata	ascii	高	1.00	GetCurrentObject
CEO.exe+B0B46	0x4B0B46	.rdata	ascii	高	1.00	BitBlt
CEO.exe+B0B50	0x4B0B50	.rdata	ascii	高	1.00	CreateFontA
CEO.exe+B0B5E	0x4B0B5E	.rdata	ascii	高	1.00	SetTextColor
CEO.exe+B0B6E	0x4B0B6E	.rdata	ascii	高	1.00	SetBkMode
CEO.exe+B0B7A	0x4B0B7A	.rdata	ascii	高	1.00	Rectangle
CEO.exe+B0B86	0x4B0B86	.rdata	ascii	高	1.00	CreateSolidBrush
CEO.exe+B0B9A	0x4B0B9A	.rdata	ascii	高	1.00	CreatePen
CEO.exe+B0BA4	0x4B0BA4	.rdata	ascii	高	1.00	GDI32.dll
CEO.exe+B0BB0	0x4B0BB0	.rdata	ascii	高	1.00	CoCreateInstance
CEO.exe+B0BC4	0x4B0BC4	.rdata	ascii	高	1.00	CoUninitialize
CEO.exe+B0BD6	0x4B0BD6	.rdata	ascii	高	1.00	CoInitialize
CEO.exe+B0BE4	0x4B0BE4	.rdata	ascii	高	1.00	ole32.dll
CEO.exe+B0BF0	0x4B0BF0	.rdata	ascii	高	1.00	DirectDrawCreate
CEO.exe+B0C02	0x4B0C02	.rdata	ascii	高	1.00	DDRAW.dll
CEO.exe+B11B0	0x4B11B0	.data	big5	高	1.00	教學關卡一
CEO.exe+B1340	0x4B1340	.data	big5	高	1.00	教學關卡二
CEO.exe+B14D0	0x4B14D0	.data	big5	高	1.00	教學關卡三
CEO.exe+B1660	0x4B1660	.data	big5	高	1.00	教學關卡四
CEO.exe+B17F0	0x4B17F0	.data	big5	高	1.00	教學關卡五
CEO.exe+B1980	0x4B1980	.data	big5	高	1.00	教學關卡六
CEO.exe+B1CA0	0x4B1CA0	.data	big5	高	1.00	加勒比海
CEO.exe+B1FC0	0x4B1FC0	.data	big5	高	1.00	北京市
CEO.exe+B2150	0x4B2150	.data	big5	高	1.00	南美洲
CEO.exe+B2600	0x4B2600	.data	big5	高	1.00	東亞洲
CEO.exe+B2790	0x4B2790	.data	big5	高	1.00	阿拉伯半島
CEO.exe+B2C40	0x4B2C40	.data	big5	高	1.00	夏威夷群島
CEO.exe+B2F60	0x4B2F60	.data	big5	高	1.00	北美洲
CEO.exe+B30F0	0x4B30F0	.data	ascii	高	1.00	.?AVCCallbackBase@@
CEO.exe+B3154	0x4B3154	.data	ascii	高	1.00	.?AV?$CCallbackImpl@$0BI@@@
CEO.exe+B3178	0x4B3178	.data	ascii	高	1.00	.?AV?$CCallbackImpl@$0BA@@@
CEO.exe+B319C	0x4B319C	.data	ascii	高	1.00	.?AV?$CCallbackImpl@$0JI@@@
CEO.exe+B31C0	0x4B31C0	.data	ascii	高	1.00	.?AV?$CCallback@VCSteamAchievements@@UUserStatsReceived_t@@$0A@@@
CEO.exe+B3210	0x4B3210	.data	ascii	高	1.00	.?AV?$CCallback@VCSteamAchievements@@UUserStatsStored_t@@$0A@@@
CEO.exe+B3258	0x4B3258	.data	ascii	高	1.00	.?AV?$CCallback@VCSteamAchievements@@UUserAchievementStored_t@@$0A@@@
CEO.exe+B3368	0x4B3368	.data	big5	高	1.00	化學物
CEO.exe+B3398	0x4B3398	.data	big5	高	1.00	人氣商場
CEO.exe+B33B0	0x4B33B0	.data	big5	高	1.00	科技農場
CEO.exe+B33D0	0x4B33D0	.data	big5	高	1.00	管理者
CEO.exe+B3918	0x4B3918	.data	ascii	高	1.00	0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ+-*/,.<>?;:'[]{}|="\`~!@#$%^&*()_
CEO.exe+B3988	0x4B3988	.data	big5	高	1.00	細明體
CEO.exe+B7CF3	0x4B7CF3	.data	ascii	高	1.00	_vOn
CEO.exe+B8277	0x4B8277	.data	ascii	高	1.00	?pow
CEO.exe+B8288	0x4B8288	.data	ascii	高	1.00	.?AVtype_info@@
CEO.exe+B82A8	0x4B82A8	.data	ascii	高	1.00	.?AVbad_alloc@std@@
CEO.exe+B82C4	0x4B82C4	.data	ascii	高	1.00	.?AVexception@std@@
CEO.exe+B8310	0x4B8310	.data	ascii	高	1.00	sqrt
CEO.exe+B85C8	0x4B85C8	.data	ascii	高	1.00	.?AVbad_exception@std@@
CEO.exe+B89EE	0x4B89EE	.data	ascii	高	1.00	abcdefghijklmnopqrstuvwxyz
CEO.exe+B8A0E	0x4B8A0E	.data	ascii	高	1.00	ABCDEFGHIJKLMNOPQRSTUVWXYZ
CEO.exe+B8BF9	0x4B8BF9	.data	ascii	高	1.00	abcdefghijklmnopqrstuvwxyz
CEO.exe+B8C19	0x4B8C19	.data	ascii	高	1.00	ABCDEFGHIJKLMNOPQRSTUVWXYZ
CEO.exe+B93B2	0x4B93B2	.data	ascii	高	1.00	kU'9
CEO.exe+B9402	0x4B9402	.data	ascii	高	1.00	HMXB
CEO.exe+B9467	0x4B9467	.data	ascii	高	1.00	?Zd;
CEO.exe+B94AF	0x4B94AF	.data	ascii	高	1.00	?/L[
CEO.exe+B94BE	0x4B94BE	.data	ascii	高	1.00	S;uD
CEO.exe+B94DE	0x4B94DE	.data	ascii	高	1.00	z?aUY
CEO.exe+B94F6	0x4B94F6	.data	ascii	高	1.00	D?$?
CEO.exe+B950E	0x4B950E	.data	ascii	高	1.00	U>c{
CEO.exe+B9520	0x4B9520	.data	ascii	高	1.00	zc%C1
CEO.exe+B954A	0x4B954A	.data	ascii	高	1.00	.:3q
CEO.exe+B9573	0x4B9573	.data	ascii	高	1.00	-64OS
CEO.exe+B9594	0x4B9594	.data	ascii	高	1.00	NKeb
CEO.exe+4F8297	0x8F8297	.rsrc	ascii	高	1.00	wwxwwx0
CEO.exe+4F83E4	0x8F83E4	.rsrc	ascii	高	1.00	<assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0">
CEO.exe+4F842F	0x8F842F	.rsrc	ascii	高	1.00	  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">
CEO.exe+4F8467	0x8F8467	.rsrc	ascii	高	1.00	    <security>
CEO.exe+4F8477	0x8F8477	.rsrc	ascii	高	1.00	      <requestedPrivileges>
CEO.exe+4F8494	0x8F8494	.rsrc	ascii	高	1.00	        <requestedExecutionLevel level="asInvoker" uiAccess="false"></requestedExecutionLevel>
CEO.exe+4F84F4	0x8F84F4	.rsrc	ascii	高	1.00	      </requestedPrivileges>
CEO.exe+4F8512	0x8F8512	.rsrc	ascii	高	1.00	    </security>
CEO.exe+4F8523	0x8F8523	.rsrc	ascii	高	1.00	  </trustInfo>
CEO.exe+4F8533	0x8F8533	.rsrc	ascii	高	1.00	</assembly>PAPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDING
CEO.exe+4F900B	0x8F900B	.reloc	ascii	高	1.00	0#0D0L0R0t0
CEO.exe+4F9021	0x8F9021	.reloc	ascii	高	1.00	1&141@1M1j1
CEO.exe+4F902F	0x8F902F	.reloc	ascii	高	1.00	182F2T2
CEO.exe+4F9039	0x8F9039	.reloc	ascii	高	1.00	3%3.343
CEO.exe+4F9045	0x8F9045	.reloc	ascii	高	1.00	3M4V4h4n4
CEO.exe+4F9055	0x8F9055	.reloc	ascii	高	1.00	5C6L6
CEO.exe+4F906D	0x8F906D	.reloc	ascii	高	1.00	8,:`:f:
CEO.exe+4F907D	0x8F907D	.reloc	ascii	高	1.00	;#;);D;N;g;n;
CEO.exe+4F90A5	0x8F90A5	.reloc	ascii	高	1.00	=3=9=A=J=S=\=b=o=">4><>
CEO.exe+4F90E9	0x8F90E9	.reloc	ascii	高	1.00	0A0`0
CEO.exe+4F90FF	0x8F90FF	.reloc	ascii	高	1.00	1q2}2
CEO.exe+4F9119	0x8F9119	.reloc	ascii	高	1.00	4p4v4
CEO.exe+4F9129	0x8F9129	.reloc	ascii	高	1.00	4&5;5E5
CEO.exe+4F9133	0x8F9133	.reloc	ascii	高	1.00	5#6H6W6c6
CEO.exe+4F9149	0x8F9149	.reloc	ascii	高	1.00	7T7v7
CEO.exe+4F9157	0x8F9157	.reloc	ascii	高	1.00	878A8
CEO.exe+4F915F	0x8F915F	.reloc	ascii	高	1.00	8X9^9h9
CEO.exe+4F916B	0x8F916B	.reloc	ascii	高	1.00	92<;<
CEO.exe+4F9177	0x8F9177	.reloc	ascii	高	1.00	=&=5=u=
CEO.exe+4F91A3	0x8F91A3	.reloc	ascii	高	1.00	?l?}?
CEO.exe+4F91C0	0x8F91C0	.reloc	ascii	高	1.00	:0D0b0k0
CEO.exe+4F91CD	0x8F91CD	.reloc	ascii	高	1.00	1"1_1j1
CEO.exe+4F91D9	0x8F91D9	.reloc	ascii	高	1.00	1i2s2
CEO.exe+4F91F1	0x8F91F1	.reloc	ascii	高	1.00	4D5J5
CEO.exe+4F9201	0x8F9201	.reloc	ascii	高	1.00	647>7r7{7a8n8
CEO.exe+4F921F	0x8F921F	.reloc	ascii	高	1.00	:7:@:Z:p:v:
CEO.exe+4F922F	0x8F922F	.reloc	ascii	高	1.00	:T;Z;
CEO.exe+4F9237	0x8F9237	.reloc	ascii	高	1.00	;C<L<:=?=
CEO.exe+4F9247	0x8F9247	.reloc	ascii	高	1.00	>U>[>
CEO.exe+4F924F	0x8F924F	.reloc	ascii	高	1.00	>"?+?R?
CEO.exe+4F9261	0x8F9261	.reloc	ascii	高	1.00	0,0U0
CEO.exe+4F926F	0x8F926F	.reloc	ascii	高	1.00	021q2|2
CEO.exe+4F9285	0x8F9285	.reloc	ascii	高	1.00	3.3:3I3j3}3
CEO.exe+4F9297	0x8F9297	.reloc	ascii	高	1.00	4!4^4y4
CEO.exe+4F92A7	0x8F92A7	.reloc	ascii	高	1.00	505P5
CEO.exe+4F92B7	0x8F92B7	.reloc	ascii	高	1.00	626P6p6v6}6
CEO.exe+4F92C7	0x8F92C7	.reloc	ascii	高	1.00	707H7T7
CEO.exe+4F92D9	0x8F92D9	.reloc	ascii	高	1.00	8$8.8B8Q8Z8`8n8t8
CEO.exe+4F92F3	0x8F92F3	.reloc	ascii	高	1.00	8P9V9\9m9g:}:
CEO.exe+4F9305	0x8F9305	.reloc	ascii	高	1.00	;G;U;f;
CEO.exe+4F9311	0x8F9311	.reloc	ascii	高	1.00	<-<F<L<d<r<
CEO.exe+4F9327	0x8F9327	.reloc	ascii	高	1.00	=6>e>
CEO.exe+4F932D	0x8F932D	.reloc	ascii	高	1.00	>A?t?
CEO.exe+4F933D	0x8F933D	.reloc	ascii	高	1.00	0W0f0
CEO.exe+4F935F	0x8F935F	.reloc	ascii	高	1.00	1-2T2]2
CEO.exe+4F936D	0x8F936D	.reloc	ascii	高	1.00	2g3o3w3
CEO.exe+4F937D	0x8F937D	.reloc	ascii	高	1.00	5M5d5k5
CEO.exe+4F9391	0x8F9391	.reloc	ascii	高	1.00	656]6
CEO.exe+4F9399	0x8F9399	.reloc	ascii	高	1.00	617W7c7
CEO.exe+4F93A7	0x8F93A7	.reloc	ascii	高	1.00	7T8\8d8
