文件	行号	类型	文本
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	60
Machine_type.csv	284	数值	60
Machine_type.csv	284	数值	60
Machine_type.csv	284	数值	60
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	2778
Machine_type.csv	284	数值	3241
Machine_type.csv	284	数值	3241
Machine_type.csv	284	数值	4398
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	120000
Machine_type.csv	284	数值	122
Machine_type.csv	284	数值	276
Machine_type.csv	284	数值	1200000
Machine_type.csv	284	中文	節省原料的印刷機，體積雖然大了些，且需要四名員工才能操作，不過它能善用您的每分原料，讓缺料不再成為惡夢。
Machine_type.csv	285	数值	283
Machine_type.csv	285	中文	自動印刷機
Machine_type.csv	285	数值	291
Machine_type.csv	285	数值	292
Machine_type.csv	285	数值	1960
Machine_type.csv	285	数值	1990
Machine_type.csv	285	数值	-2
Machine_type.csv	285	数值	10
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-2
Machine_type.csv	285	数值	-1
Machine_type.csv	285	中文	印刷機
Machine_type.csv	285	数值	31
Machine_type.csv	285	数值	36
Machine_type.csv	285	数值	36
Machine_type.csv	285	数值	49
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	100
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	2778
Machine_type.csv	285	数值	3241
Machine_type.csv	285	数值	3241
Machine_type.csv	285	数值	4398
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	-1
Machine_type.csv	285	数值	160000
Machine_type.csv	285	数值	123
Machine_type.csv	285	数值	277
Machine_type.csv	285	数值	1600000
Machine_type.csv	285	中文	操作簡易的印刷機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。
Machine_type.csv	286	数值	284
Machine_type.csv	286	中文	改良重型印刷機
Machine_type.csv	286	数值	760
Machine_type.csv	286	数值	761
Machine_type.csv	286	数值	1970
Machine_type.csv	286	数值	2000
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	10
Machine_type.csv	286	数值	10
Machine_type.csv	286	数值	-2
Machine_type.csv	286	数值	-2
Machine_type.csv	286	中文	印刷機
Machine_type.csv	286	数值	21
Machine_type.csv	286	数值	25
Machine_type.csv	286	数值	25
Machine_type.csv	286	数值	34
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	100
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	2500
Machine_type.csv	286	数值	2916
Machine_type.csv	286	数值	2916
Machine_type.csv	286	数值	3958
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	-1
Machine_type.csv	286	数值	115000
Machine_type.csv	286	数值	518
Machine_type.csv	286	数值	744
Machine_type.csv	286	数值	1150000
Machine_type.csv	286	中文	改進效能後的重型印刷機，出版業不可或缺的生財工具，如果您對產品沒什麼特別要求，重型就是最佳選擇了。
Machine_type.csv	287	数值	285
Machine_type.csv	287	中文	改良小型印刷機
Machine_type.csv	287	数值	762
Machine_type.csv	287	数值	763
Machine_type.csv	287	数值	1970
Machine_type.csv	287	数值	2000
Machine_type.csv	287	数值	10
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	中文	印刷機
Machine_type.csv	287	数值	37
Machine_type.csv	287	数值	45
Machine_type.csv	287	数值	45
Machine_type.csv	287	数值	61
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	100
Machine_type.csv	287	数值	100
Machine_type.csv	287	数值	100
Machine_type.csv	287	数值	100
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	110
Machine_type.csv	287	数值	110
Machine_type.csv	287	数值	110
Machine_type.csv	287	数值	110
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	2500
Machine_type.csv	287	数值	2916
Machine_type.csv	287	数值	2916
Machine_type.csv	287	数值	3958
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	-1
Machine_type.csv	287	数值	46000
Machine_type.csv	287	数值	519
Machine_type.csv	287	数值	745
Machine_type.csv	287	数值	460000
Machine_type.csv	287	中文	改進效能後的小型印刷機，不僅能節省您寶貴的空間，售價及維修費用低廉更是它迷人之處，不過效能方面就差強人意了。
Machine_type.csv	288	数值	286
Machine_type.csv	288	中文	改良省料印刷機
Machine_type.csv	288	数值	764
Machine_type.csv	288	数值	765
Machine_type.csv	288	数值	1975
Machine_type.csv	288	数值	2005
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	10
Machine_type.csv	288	数值	-3
Machine_type.csv	288	数值	-3
Machine_type.csv	288	数值	-3
Machine_type.csv	288	数值	-3
Machine_type.csv	288	数值	10
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-2
Machine_type.csv	288	中文	印刷機
Machine_type.csv	288	数值	25
Machine_type.csv	288	数值	30
Machine_type.csv	288	数值	30
Machine_type.csv	288	数值	40
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	100
Machine_type.csv	288	数值	100
Machine_type.csv	288	数值	100
Machine_type.csv	288	数值	100
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	60
Machine_type.csv	288	数值	60
Machine_type.csv	288	数值	60
Machine_type.csv	288	数值	60
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	2500
Machine_type.csv	288	数值	2916
Machine_type.csv	288	数值	2916
Machine_type.csv	288	数值	3958
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	-1
Machine_type.csv	288	数值	138000
Machine_type.csv	288	数值	520
Machine_type.csv	288	数值	746
Machine_type.csv	288	数值	1380000
Machine_type.csv	288	中文	改進效能後的省料印刷機，體積雖然大了些，且需要四名員工才能操作，不過它能善用您的每分原料，讓缺料不再成為惡夢。
Machine_type.csv	289	数值	287
Machine_type.csv	289	中文	改良自動印刷機
Machine_type.csv	289	数值	766
Machine_type.csv	289	数值	767
Machine_type.csv	289	数值	1980
Machine_type.csv	289	数值	2010
Machine_type.csv	289	数值	-2
Machine_type.csv	289	数值	10
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-2
Machine_type.csv	289	数值	-1
Machine_type.csv	289	中文	印刷機
Machine_type.csv	289	数值	27
Machine_type.csv	289	数值	32
Machine_type.csv	289	数值	32
Machine_type.csv	289	数值	44
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	100
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	2500
Machine_type.csv	289	数值	2916
Machine_type.csv	289	数值	2916
Machine_type.csv	289	数值	3958
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	-1
Machine_type.csv	289	数值	184000
Machine_type.csv	289	数值	521
Machine_type.csv	289	数值	747
Machine_type.csv	289	数值	1840000
Machine_type.csv	289	中文	改進效能後的自動印刷機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。
Machine_type.csv	290	数值	288
Machine_type.csv	290	中文	新式重型印刷機
Machine_type.csv	290	数值	293
Machine_type.csv	290	数值	294
Machine_type.csv	290	数值	1990
Machine_type.csv	290	数值	2020
Machine_type.csv	290	数值	-1
Machine_type.csv	290	数值	-2
Machine_type.csv	290	数值	10
Machine_type.csv	290	数值	-2
Machine_type.csv	290	数值	10
Machine_type.csv	290	数值	-2
Machine_type.csv	290	数值	-2
Machine_type.csv	290	中文	印刷機
Machine_type.csv	290	数值	18
Machine_type.csv	290	数值	22
Machine_type.csv	290	数值	22
Machine_type.csv	290	数值	30
